"id","number","identifier","name","alias","party","votes","state_name","state_uf","state_votes"
106,1919,80001604734,"GILSON DANIEL BATISTA","GILSON DANIEL","PODE",74215,"ESPÍRITO SANTO","ES",2084430
114,2210,90001652508,"GUSTAVO GAYER MACHADO DE ARAUJO","GUSTAVO GAYER","PL",200586,"GOIÁS","GO",3440515
125,1555,90001621102,"MARUSSA CASSIA FAVARO BOLDRIN","MARUSSA BOLDRIN","MDB",80464,"GOIÁS","GO",3440515
133,4410,100001610561,"JOSÉ JUSCELINO DOS SANTOS REZENDE FILHO","JUSCELINO FILHO","UNIÃO",142419,"MARANHÃO","MA",3706498
144,5511,100001602275,"JOSIVALDO DOS SANTOS MELO","JOSIVALDO JP","PSD",79699,"MARANHÃO","MA",3706498
155,4422,110001612773,"JONILDO JOSÉ DE ASSIS","CORONEL ASSIS","UNIÃO",47479,"MATO GROSSO","MT",1730277
165,7040,130001608227,"ANDRE LUIS GASPAR JANONES","ANDRÉ JANONES","AVANTE",238967,"MINAS GERAIS","MG",11181098
175,1378,130001607265,"PAULO JOSÉ CARLOS GUEDES","PAULO GUEDES","PT",134494,"MINAS GERAIS","MG",11181098
186,2015,130001671754,"EUCLYDES MARCOS PETTERSEN NETO","EUCLYDES PETTERSEN","PSC",101892,"MINAS GERAIS","MG",11181098
193,1333,130001607244,"PATRUS ANANIAS DE SOUSA","PATRUS ANANIAS","PT",87893,"MINAS GERAIS","MG",11181098
204,2277,130001610990,"EROS FERREIRA BIONDINI","EROS BIONDINI","PL",77900,"MINAS GERAIS","MG",11181098
212,2238,130001610992,"GERALDO JUNIO DO AMARAL","JUNIO AMARAL","PL",59297,"MINAS GERAIS","MG",11181098
223,5590,160001622298,"GILSON CARDOSO FAHUR","SARGENTO FAHUR","PSD",161500,"PARANÁ","PR",6038588
233,1330,160001614525,"ENIO JOSÉ VERRI","ENIO VERRI","PT",95172,"PARANÁ","PR",6038588
241,4455,160001654677,"GERALDO GABRIEL MENDES","GERALDO MENDES","UNIÃO",71990,"PARANÁ","PR",6038588
251,2011,150001612086,"ROMERO RODRIGUES VEIGA","ROMERO RODRIGUES","PSC",114573,"PARAÍBA","PB",2190544
262,1555,140001621340,"JOSE BENITO PRIANTE JUNIOR","PRIANTE","MDB",167275,"PARÁ","PA",4521516
273,1321,140001620904,"AIRTON LUIZ FALEIRO","AIRTON FALEIRO","PT",79862,"PARÁ","PA",4521516
284,1111,170001618611,"EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA","EDUARDO DA FONTE","PP",124850,"PERNAMBUCO","PE",4969863
291,4044,170001619893,"JOSE ERIBERTO MEDEIROS DE OLIVEIRA","ERIBERTO MEDEIROS","PSB",99226,"PERNAMBUCO","PE",4969863
300,6513,170001609044,"RENILDO VASCONCELOS CALHEIROS","RENILDO CALHEIROS","PC do B",59686,"PERNAMBUCO","PE",4969863
309,4333,180001610760,"JADYEL SILVA ALENCAR","JADYEL DA JUPI","PV",83175,"PIAUÍ","PI",1957483
321,2222,190001596770,"SORAYA ALENCAR DOS SANTOS","SORAYA SANTOS","PL",130379,"RIO DE JANEIRO","RJ",8571572
331,2256,190001596803,"LUCIANO VIEIRA MENDES","LUCIANO VIEIRA","PL",84942,"RIO DE JANEIRO","RJ",8571572
339,4000,190001645427,"EDUARDO CARVALHO BANDEIRA DE MELLO","BANDEIRA DE MELLO","PSB",72725,"RIO DE JANEIRO","RJ",8571572
349,1111,190001605580,"JULIO LUIZ BAPTISTA LOPES","JULIO LOPES","PP",50019,"RIO DE JANEIRO","RJ",8571572
358,3030,210001597011,"MARCEL VAN HATTEM","MARCEL VAN HATTEM","NOVO",256913,"RIO GRANDE DO SUL","RS",6149822
370,1111,210001646697,"LUIS ANTONIO FRANCISCATTO COVATTI","COVATTI FILHO","PP",112910,"RIO GRANDE DO SUL","RS",6149822
379,2210,210001648581,"UBIRATAN ANTUNES SANDERSON","SANDERSON","PL",86690,"RIO GRANDE DO SUL","RS",6149822
387,1012,210001601591,"FRANCIANE ABADE BAYER MULLER","FRANCIANE BAYER","REPUBLICANOS",40555,"RIO GRANDE DO SUL","RS",6149822
398,1510,230001602809,"DUDA BRITO RAMOS","DUDA RAMOS","MDB",14793,"RORAIMA","RR",291505
409,2233,240001610974,"JULIA PEDROSO ZANATTA","JULIA ZANATTA","PL",111588,"SANTA CATARINA","SC",3969848
418,1510,240001602681,"RAFAEL PEZENTI","RAFAEL PEZENTI","MDB",68208,"SANTA CATARINA","SC",3969848
426,5505,260001619667,"KATARINA FEITOZA LIMA SANTANA","DELEGADA KATARINA","PSD",38135,"SERGIPE","SE",1125093
435,4433,250001602048,"KIM PATROCA KATAGUIRI","KIM KATAGUIRI","UNIÃO",295460,"SÃO PAULO","SP",23286943
446,2227,250001611311,"ROSANA DE OLIVEIRA VALLE","ROSANA VALLE","PL",216437,"SÃO PAULO","SP",23286943
454,4533,250001612092,"PAULO ALEXANDRE PEREIRA BARBOSA","PAULO ALEXANDRE BARBOSA","PSDB",170378,"SÃO PAULO","SP",23286943
465,1322,250001610712,"ARLINDO CHIGNALIA JUNIOR","ARLINDO CHINAGLIA","PT",144108,"SÃO PAULO","SP",23286943
478,1085,250001611851,"VINICIUS RAPOZO DE CARVALHO","VINICIUS CARVALHO","REPUBLICANOS",113009,"SÃO PAULO","SP",23286943
488,2020,250001643871,"GILBERTO NASCIMENTO SILVA","GILBERTO NASCIMENTO","PSC",95077,"SÃO PAULO","SP",23286943
498,1011,270001654159,"ANTONIO POINCARE ANDRADE FILHO","TOINHO ANDRADE","REPUBLICANOS",63813,"TOCANTINS","TO",830140
66,1310,50001605371,"VALMIR CARLOS DA ASSUNÇÃO","VALMIR ASSUNÇÃO","PT",90148,"BAHIA","BA",7958431
74,2255,60001614151,"ANTONIO LUIZ RODRIGUES MANO JUNIOR","JÚNIOR MANO","PL",216531,"CEARÁ","CE",5108239
84,1221,60001603470,"CARLOS MAURO BENEVIDES FILHO","MAURO FILHO","PDT",135038,"CEARÁ","CE",5108239
95,2222,70001615922,"BEATRIZ KICIS TORRENTS DE SORDI","BIA KICIS","PL",214733,"DISTRITO FEDERAL","DF",1607519
104,2222,80001615730,"GILVAN AGUIAR COSTA","GILVAN O FEDERAL DA DIREITA","PL",87994,"ESPÍRITO SANTO","ES",2084430
115,1212,90001609056,"FLÁVIA CARREIRO ALBUQUERQUE MORAIS","FLAVIA MORAIS","PDT",142155,"GOIÁS","GO",3440515
123,1313,90001648112,"RUBENS OTONI GOMIDE","RUBENS OTONI","PT",83539,"GOIÁS","GO",3440515
136,5122,100001608201,"ANTONIO DA CRUZ FILGUEIRA NETO","MARRECA FILHO","PATRIOTA",116246,"MARANHÃO","MA",3706498
143,1340,100001613704,"RUBENS PEREIRA E SILVA JUNIOR","RUBENS PEREIRA JR","PT",91872,"MARANHÃO","MA",3706498
156,2222,120001614258,"MARCOS SBOROWSKI POLLON","MARCOS POLLON","PL",103111,"MATO GROSSO DO SUL","MS",1356862
164,2222,130001611005,"NIKOLAS FERREIRA DE OLIVEIRA","NIKOLAS FERREIRA","PL",1492047,"MINAS GERAIS","MG",11181098
174,1122,130001615436,"ANTONIO PINHEIRO NETO","PINHEIRINHO","PP",136575,"MINAS GERAIS","MG",11181098
182,7011,130001603592,"GREYCE DE QUEIROZ ELIAS","GREYCE ELIAS","AVANTE",110346,"MINAS GERAIS","MG",11181098
189,5544,130001604328,"STEFANO AGUIAR DOS SANTOS","STEFANO AGUIAR","PSD",96503,"MINAS GERAIS","MG",11181098
199,1339,130001607253,"MIGUEL ÂNGELO MONTEIRO ANDRADE","MIGUEL ÂNGELO","PT",84173,"MINAS GERAIS","MG",11181098
208,1080,130001619781,"LAFAYETTE LUIZ DOORGAL DE ANDRADA","LAFAYETTE ANDRADA","REPUBLICANOS",68677,"MINAS GERAIS","MG",11181098
220,5501,160001622285,"CARLOS ALBERTO GEBRIM PRETO","BETO PRETO","PSD",206898,"PARANÁ","PR",6038588
230,1151,160001603317,"RICARDO JOSÉ MAGALHÃES BARROS","RICARDO BARROS","PP",107022,"PARANÁ","PR",6038588
238,5511,160001622297,"LUÍSA CANZIANI DOS SANTOS SILVEIRA","LUÍSA CANZIANI","PSD",74643,"PARANÁ","PR",6038588
250,1144,150001612074,"FRANCISCO EMERSON ASSIS DE LUCENA","MERSINHO LUCENA","PP",114818,"PARAÍBA","PB",2190544
260,2222,140001598311,"EDER MAURO CARDOSO BARRA","DELEGADO EDER MAURO","PL",205543,"PARÁ","PA",4521516
271,2217,140001598314,"LENILDO MENDES DOS SANTOS SERTÃO","DELEGADO CAVEIRA","PL",106349,"PARÁ","PA",4521516
281,7070,170001610411,"WALDEMAR DE ANDRADA IGNÁCIO DE OLIVEIRA","WALDEMAR OLIVEIRA","AVANTE",141386,"PERNAMBUCO","PE",4969863
293,4011,170001619894,"LUCAS CAVALCANTI RAMOS","LUCAS RAMOS","PSB",85571,"PERNAMBUCO","PE",4969863
301,5555,180001602553,"JULIO CÉSAR DE CARVALHO LIMA","JULIO CÉSAR","PSD",134863,"PIAUÍ","PI",1957483
311,4412,190001619522,"DANIELA MOTÉ DE SOUZA CARNEIRO","DANIELA DO WAGUINHO","UNIÃO",213706,"RIO DE JANEIRO","RJ",8571572
322,5050,190001600473,"FRANCISCO RODRIGUES DE ALENCAR FILHO","CHICO ALENCAR","PSOL",115023,"RIO DE JANEIRO","RJ",8571572
329,2282,190001738867,"ROBERTO LUIZ RODRIGUES DE OLIVEIRA","ROBERTO MONTEIRO PAI","PL",94221,"RIO DE JANEIRO","RJ",8571572
341,2233,190001596802,"LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA","LUIZ LIMA","PL",69088,"RIO DE JANEIRO","RJ",8571572
351,5566,190001603423,"MARIA LAURA MONTEZA DE SOUZA CARNEIRO","LAURA CARNEIRO","PSD",48073,"RIO DE JANEIRO","RJ",8571572
361,2222,210001648591,"GIOVANI CHERINI","GIOVANI CHERINI","PL",162036,"RIO GRANDE DO SUL","RS",6149822
368,2323,210001620037,"ANY MACHADO ORTIZ","ANY ORTIZ","CIDADANIA",119039,"RIO GRANDE DO SUL","RS",6149822
377,1311,210001604656,"ALEXANDRE DUARTE LINDENMEYER","ALEXANDRE LINDENMEYER","PT",93768,"RIO GRANDE DO SUL","RS",6149822
388,4422,220001600708,"FERNANDO RODRIGUES MÁXIMO","DR FERNANDO MÁXIMO","UNIÃO",85604,"RONDÔNIA","RO",869148
399,1077,230001600112,"STÉLIO DENER DE SOUZA CRUZ","DEFENSOR STÉLIO DENER","REPUBLICANOS",14193,"RORAIMA","RR",291505
410,5577,240001611140,"ISMAEL DOS SANTOS","ISMAEL","PSD",110531,"SANTA CATARINA","SC",3969848
421,2244,260001737580,"ICARO BARBOSA COSTA","ICARO DE VALMIR","PL",75912,"SERGIPE","SE",1125093
433,4040,250001620281,"TABATA CLAUDIA AMARAL DE PONTES","TABATA AMARAL","PSB",337873,"SÃO PAULO","SP",23286943
443,5000,250001613762,"SÂMIA DE SOUZA BOMFIM","SÂMIA BOMFIM","PSOL",226187,"SÃO PAULO","SP",23286943
453,4407,250001602037,"FELIPE BECARI COMENALE","FELIPE BECARI","UNIÃO",178777,"SÃO PAULO","SP",23286943
462,2274,250001611329,"JEFFERSON ALVES DE CAMPOS","JEFFERSON CAMPOS","PL",155336,"SÃO PAULO","SP",23286943
473,1398,250001610668,"LUIZ PAULO TEIXEIRA FERREIRA","PAULO TEIXEIRA","PT",122800,"SÃO PAULO","SP",23286943
485,1055,250001611872,"MILTON VIEIRA PINTO","MILTON VIEIRA","REPUBLICANOS",98557,"SÃO PAULO","SP",23286943
492,4000,250001620296,"JONAS DONIZETTE FERREIRA","JONAS DONIZETTE","PSB",84044,"SÃO PAULO","SP",23286943
503,2222,270001643553,"FILIPE MARTINS DOS SANTOS","FILIPE MARTINS","PL",36293,"TOCANTINS","TO",830140
67,1000,50001619841,"ROGERIA DE ALMEIDA PEREIRA DOS SANTOS","ROGERIA SANTOS","REPUBLICANOS",82012,"BAHIA","BA",7958431
78,1322,60001619124,"JOSE NOBRE GUIMARAES","GUIMARÃES DO PT","PT",186136,"CEARÁ","CE",5108239
87,1234,60001603484,"ANDRÉ PEIXOTO FIGUEIREDO LIMA","ANDRÉ FIGUEIREDO","PDT",111886,"CEARÁ","CE",5108239
96,1020,70001615666,"DAVYS FREDERICO TEIXEIRA LINHARES","FRED LINHARES","REPUBLICANOS",165358,"DISTRITO FEDERAL","DF",1607519
105,1122,80001650199,"EVAIR VIEIRA DE MELO","EVAIR DE MELO","PP",75034,"ESPÍRITO SANTO","ES",2084430
117,1123,90001700974,"JOSÉ NELTO LAGARES DAS MERCÊZ","JOSÉ NELTO","PP",104504,"GOIÁS","GO",3440515
127,1010,90001651357,"JEFERSON RODRIGUES LEMOS","JEFERSON RODRIGUES","REPUBLICANOS",56026,"GOIÁS","GO",3440515
141,1919,100001614966,"FÁBIO HENRIQUE DIAS DE MACEDO","FÁBIO MACEDO","PODE",95270,"MARANHÃO","MA",3706498
149,2230,110001612761,"ABILIO JACQUES BRUNINI MOUMER","ABÍLIO","PL",87072,"MATO GROSSO","MT",1730277
161,4512,120001612322,"DAGOBERTO NOGUEIRA FILHO","DAGOBERTO","PSDB",48217,"MATO GROSSO DO SUL","MS",1356862
169,5555,130001604337,"DIEGO LEONARDO DE ANDRADE CARVALHO","DIEGO ANDRADE","PSD",170181,"MINAS GERAIS","MG",11181098
185,1510,130001668913,"NEWTON CARDOSO JÚNIOR","NEWTON CARDOSO JR","MDB",103056,"MINAS GERAIS","MG",11181098
195,1334,130001607270,"DANDARA TONANTZIN SILVA CASTRO","DANDARA","PT",86034,"MINAS GERAIS","MG",11181098
206,1314,130001607240,"ANA CRISTINA DE LIMA PIMENTEL","ANA PIMENTEL","PT",72698,"MINAS GERAIS","MG",11181098
214,2233,130001611001,"LINCOLN DINIZ PORTELA","LINCOLN PORTELA","PL",42328,"MINAS GERAIS","MG",11181098
226,1363,160001614521,"ANA CAROLINA MOURA MELO DARTORA","CAROL DARTORA","PT",130654,"PARANÁ","PR",6038588
237,5500,160001622296,"LEANDRE DAL PONTE","LEANDRE","PSD",80359,"PARANÁ","PR",6038588
249,2210,150001718239,"GILBERTO GOMES DA SILVA","CABO GILBERTO SILVA","PL",126876,"PARAÍBA","PB",2190544
259,1567,140001621346,"ALESSANDRA HABER CARVALHO SANTOS","DRA ALESSANDRA HABER","MDB",258907,"PARÁ","PA",4521516
