"id","number","identifier","name","alias","party","votes","state_name","state_uf","state_votes"
44,5577,50001607226,"GABRIEL JOSE MOURA NUNES SOARES","GABRIEL NUNES","PSD",138448,"BAHIA","BA",7958431
45,4400,50001634593,"PAULO VELLOSO DANTAS AZI","PAULO AZI","UNIÃO",137383,"BAHIA","BA",7958431
46,1555,50001614047,"RICARDO MAIA CHAVES DE SOUZA","RICARDO MAIA","MDB",136834,"BAHIA","BA",7958431
47,1313,50001605359,"JORGE JOSE SANTOS PEREIRA SOLLA","JORGE SOLLA","PT",128968,"BAHIA","BA",7958431
48,1323,50001605365,"JOSÉ CERQUEIRA DE SANTANA NETO","ZÉ NETO","PT",128439,"BAHIA","BA",7958431
49,6565,50001605367,"DANIEL GOMES DE ALMEIDA","DANIEL","PC do B",125374,"BAHIA","BA",7958431
50,6522,50001605368,"ALICE MAZZUCO PORTUGAL","ALICE PORTUGAL","PC do B",124358,"BAHIA","BA",7958431
51,4545,50001613575,"ADOLFO VIANA DE CASTRO NETO","ADOLFO VIANA","PSDB",123199,"BAHIA","BA",7958431
52,1010,50001619869,"MARCIO CARLOS MARINHO","MARCIO MARINHO","REPUBLICANOS",118904,"BAHIA","BA",7958431
53,1301,50001605378,"AFONSO BANDEIRA FLORENCE","AFONSO FLORENCE","PT",118021,"BAHIA","BA",7958431
54,5580,50001607223,"SÉRGIO LUÍS LACERDA BRITO","SÉRGIO BRITO","PSD",116960,"BAHIA","BA",7958431
55,1322,50001605361,"WALDENOR ALVES PEREIRA FILHO","WALDENOR PEREIRA","PT",113110,"BAHIA","BA",7958431
56,4040,50001606032,"LÍDICE DA MATA E SOUZA","LÍDICE DA MATA","PSB",112385,"BAHIA","BA",7958431
57,4343,50001605351,"JOÃO CARLOS BACELAR BATISTA","BACELAR","PV",110787,"BAHIA","BA",7958431
58,4412,50001634596,"ARTHUR DE OLIVEIRA MAIA DA SILVA","ARTHUR MAIA","UNIÃO",108672,"BAHIA","BA",7958431
59,5529,50001607232,"PAULO SÉRGIO PARANHOS DE MAGALHÃES","PAULO MAGALHÃES","PSD",107093,"BAHIA","BA",7958431
60,1023,50001619864,"ALEX MARCO SANTANA SOUSA","ALEX SANTANA","REPUBLICANOS",106940,"BAHIA","BA",7958431
61,1300,50001605353,"IVONEIDE SOUZA CAETANO","IVONEIDE CAETANO","PT",105885,"BAHIA","BA",7958431
72,1919,50001615380,"RAIMUNDO MAGALHÃES COSTA","RAIMUNDO COSTA","PODE",53486,"BAHIA","BA",7958431
82,1233,60001603485,"MARCOS ROBÉRIO RIBEIRO MONTEIRO","ROBÉRIO MONTEIRO","PDT",151030,"CEARÁ","CE",5108239
93,2277,60001614163,"JAZIEL PEREIRA DE SOUSA","DR JAZIEL","PL",79358,"CEARÁ","CE",5108239
99,1010,70001615670,"JULIO CESAR RIBEIRO","JULIO CESAR","REPUBLICANOS",76274,"DISTRITO FEDERAL","DF",1607519
112,1044,80001604529,"MANOEL MESSIAS DONATO BEZERRA","MESSIAS DONATO","REPUBLICANOS",42640,"ESPÍRITO SANTO","ES",2084430
119,1111,90001700983,"ADRIANO ANTONIO AVELAR","ADRIANO DO BALDY","PP",95518,"GOIÁS","GO",3440515
129,4545,90001621634,"LÊDA BORGES DE MOURA","LÊDA BORGES","PSDB",51346,"GOIÁS","GO",3440515
139,6513,100001613708,"MARCIO JERRY SARAIVA BARROSO","MARCIO JERRY","PC do B",106143,"MARANHÃO","MA",3706498
148,4400,110001612770,"FÁBIO PAULINO GARCIA","FÁBIO GARCIA","UNIÃO",98704,"MATO GROSSO","MT",1730277
158,4567,120001612324,"GERALDO RESENDE PEREIRA","DR. GERALDO RESENDE","PSDB",96519,"MATO GROSSO DO SUL","MS",1356862
168,1313,130001607258,"ROGÉRIO CORREIA DE MOURA BAPTISTA","ROGÉRIO CORREIA","PT",185918,"MINAS GERAIS","MG",11181098
178,1010,130001619779,"GILBERTO APARECIDO ABRAMO","GILBERTO ABRAMO","REPUBLICANOS",123370,"MINAS GERAIS","MG",11181098
191,2260,130001611016,"DOMINGOS SÁVIO CAMPOS RESENDE","DOMINGOS SÁVIO","PL",90236,"MINAS GERAIS","MG",11181098
203,1199,130001615412,"ANA PAULA PROCOPIO JUNQUEIRA","ANA PAULA JUNQUEIRA LEAO","PP",77990,"MINAS GERAIS","MG",11181098
216,2217,130001611029,"MARCELO HENRIQUE TEIXEIRA DIAS","MARCELO ÁLVARO ANTÔNIO","PL",31025,"MINAS GERAIS","MG",11181098
222,4444,160001654655,"LUIS FELIPE BONATTO FRANCISCHINI","FELIPE FRANCISCHINI","UNIÃO",164342,"PARANÁ","PR",6038588
232,4040,160001621821,"LUCIANO DUCCI","LUCIANO DUCCI","PSB",95521,"PARANÁ","PR",6038588
242,2277,160001622020,"NELSI COGUETTO MARIA","VERMELHO","PL",70790,"PARANÁ","PR",6038588
252,1044,150001619544,"CÁSSIO MURILO GALDINO DE ARAÚJO","MURILO GALDINO","REPUBLICANOS",112891,"PARAÍBA","PB",2190544
261,1515,140001621343,"ELCIONE THEREZINHA ZAHLUTH BARBALHO","ELCIONE","MDB",175498,"PARÁ","PA",4521516
270,2200,140001598308,"JOAQUIM PASSARINHO PINTO DE SOUZA PORTO","JOAQUIM PASSARINHO","PL",122553,"PARÁ","PA",4521516
280,4401,170001609122,"FERNANDO BEZERRA DE SOUZA COELHO FILHO","FERNANDO FILHO","UNIÃO",155305,"PERNAMBUCO","PE",4969863
290,1190,170001618622,"FERNANDO MONTEIRO DE ALBUQUERQUE","FERNANDO MONTEIRO","PP",99751,"PERNAMBUCO","PE",4969863
302,1313,180001610755,"FRANCISCO DE ASSIS DE OLIVEIRA COSTA","DR. FRANCISCO","PT",128080,"PIAUÍ","PI",1957483
310,5515,180001602554,"MARCOS AURELIO PADUA RIBEIRO GONÇALVES DE SAMPAIO","MARCOS AURELIO SAMPAIO","PSD",79987,"PIAUÍ","PI",1957483
320,2220,190001596786,"HELIO FERNANDO BARBOSA LOPES","HELIO FERNANDO BARBOSA LOPES","PL",132986,"RIO DE JANEIRO","RJ",8571572
330,9090,190001606579,"MAX RODRIGUES LEMOS","MAX","PROS",89507,"RIO DE JANEIRO","RJ",8571572
340,4400,190001619517,"ROGÉRIO TEIXEIRA JUNIOR","JUNINHO DO PNEU","UNIÃO",70660,"RIO DE JANEIRO","RJ",8571572
350,4452,190001619499,"MURILLO GOUVÊA RODRIGUES","MURILLO GOUVEA","UNIÃO",49921,"RIO DE JANEIRO","RJ",8571572
359,1307,210001604668,"PAULO ROBERTO SEVERO PIMENTA","PAULO PIMENTA","PT",223109,"RIO GRANDE DO SUL","RS",6149822
371,1166,210001646689,"JOSÉ ALFONSO EBERT HAMM","AFONSO HAMM","PP",109123,"RIO GRANDE DO SUL","RS",6149822
378,6565,210001604641,"DAIANA SILVA DOS SANTOS","DAIANA SANTOS","PC do B",88107,"RIO GRANDE DO SUL","RS",6149822
389,2200,220001643593,"SILVIA CRISTINA AMANCIO CHAGAS","SILVIA CRISTINA","PL",65012,"RONDÔNIA","RO",869148
397,1515,230001602806,"MARIA HELENA TEIXEIRA LIMA","HELENA DA ASATUR","MDB",15848,"RORAIMA","RR",291505
407,1313,240001645213,"ANA PAULA DE SOUZA LIMA","ANA PAULA LIMA","PT",148781,"SANTA CATARINA","SC",3969848
417,2220,240001610976,"MARCOS ANTONIO PEREIRA GOMES","ZÉ TROVÃO","PL",71140,"SANTA CATARINA","SC",3969848
425,1133,260001633055,"JOSE THIAGO ALVES DE CARVALHO","THIAGO DE JOALDO","PP",45698,"SERGIPE","SE",1125093
437,1500,250001611227,"MARIO PALUMBO JUNIOR","DELEGADO PALUMBO","MDB",254898,"SÃO PAULO","SP",23286943
445,4400,250001602030,"ROSANGELA MARIA WOLFF DE QUADROS MORO","ROSÂNGELA MORO","UNIÃO",217170,"SÃO PAULO","SP",23286943
457,2233,250001611351,"PAULO ROBERTO FREIRE DA COSTA","PAULO FREIRE DA COSTA","PL",161675,"SÃO PAULO","SP",23286943
464,1370,250001610674,"CARLOS ALBERTO ROLIM ZARATTINI","CARLOS ZARATTINI","PT",147349,"SÃO PAULO","SP",23286943
477,2345,250001612102,"ARNALDO CALIL PEREIRA JARDIM","ARNALDO JARDIM","CIDADANIA",113462,"SÃO PAULO","SP",23286943
487,1520,250001611242,"SIMONE APARECIDA CURRALADAS DOS SANTOS","SIMONE MARQUETTO","MDB",97730,"SÃO PAULO","SP",23286943
496,2247,250001611327,"PAULO FRANCISCO MUNIZ BILYNSKYJ","DELEGADO PAULO BILYNSKYJ","PL",72156,"SÃO PAULO","SP",23286943
505,1145,270001643406,"LAZARO BOTELHO MARTINS","LAZARO BOTELHO","PP",13668,"TOCANTINS","TO",830140
62,1361,50001605369,"JOSEILDO RIBEIRO RAMOS","JOSEILDO RAMOS","PT",104228,"BAHIA","BA",7958431
73,2222,60001614161,"ANDRÉ FERNANDES DE MOURA","ANDRÉ FERNANDES","PL",229509,"CEARÁ","CE",5108239
81,1111,60001619170,"ANTONIO JOSÉ AGUIAR ALBUQUERQUE","AJ ALBUQUERQUE","PP",155456,"CEARÁ","CE",5108239
90,2211,60001614155,"YURY BRUNO ALENCAR ARAÚJO","YURY DO PAREDÃO","PL",90425,"CEARÁ","CE",5108239
100,4343,70001595684,"REGINALDO VERAS COELHO","PROFESSOR REGINALDO VERAS","PV",54557,"DISTRITO FEDERAL","DF",1607519
108,1900,80001604731,"VICTOR GAROZI LINHALIS","DR. VICTOR","PODE",53483,"ESPÍRITO SANTO","ES",2084430
120,1599,90001621109,"CÉLIO ANTÔNIO DA SILVEIRA","CÉLIO SILVEIRA","MDB",92469,"GOIÁS","GO",3440515
132,2222,100001603114,"JOSIMAR CUNHA RODRIGUES","JOSIMAR MARANHÃOZINHO","PL",158360,"MARANHÃO","MA",3706498
142,2200,100001603111,"JOSÉ LOURENÇO BONFIM JÚNIOR","JÚNIOR LOURENÇO","PL",93123,"MARANHÃO","MA",3706498
153,2202,110001612762,"AMÁLIA SCUDELER DE BARROS SANTOS","AMÁLIA BARROS","PL",70294,"MATO GROSSO","MT",1730277
163,2211,120001614260,"RODOLFO OLIVEIRA NOGUEIRA","RODOLFO NOGUEIRA","PL",41773,"MATO GROSSO DO SUL","MS",1356862
173,4445,130001607619,"RAFAEL TADEU SIMÕES","RAFAEL SIMOES","UNIÃO",144924,"MINAS GERAIS","MG",11181098
181,2240,130001611018,"EMIDIO ALVES MADEIRA JUNIOR","EMIDINHO MADEIRA","PL",119101,"MINAS GERAIS","MG",11181098
187,5088,130001615168,"CÉLIA NUNES CORREA","CÉLIA XAKRIABÁ","PSOL",101154,"MINAS GERAIS","MG",11181098
198,5152,130001596003,"FREDERICO DE CASTRO ESCALEIRA","DR. FREDERICO","PATRIOTA",84771,"MINAS GERAIS","MG",11181098
209,5500,130001604306,"LUIZ FERNANDO RAMOS FARIA","LUIZ FERNANDO","PSD",68550,"MINAS GERAIS","MG",11181098
217,1919,160001654827,"DELTAN MARTINAZZO DALLAGNOL","DELTAN DALLAGNOL","PODE",344917,"PARANÁ","PR",6038588
229,1111,160001603295,"PEDRO DEBONI LUPION MELLO","PEDRO LUPION","PP",109043,"PARANÁ","PR",6038588
239,9090,160001621909,"ANTONIO WANDSCHEER","TONINHO WANDSCHEER","PROS",74263,"PARANÁ","PR",6038588
247,1011,150001619545,"HUGO MOTTA WANDERLEY DA NOBREGA","HUGO MOTTA","REPUBLICANOS",158171,"PARAÍBA","PB",2190544
256,4040,150001621679,"GERVASIO AGRIPINO MAIA","GERVASIO MAIA","PSB",69405,"PARAÍBA","PB",2190544
266,4444,140001604547,"CELSO SABINO DE OLIVEIRA","CELSO SABINO","UNIÃO",142326,"PARÁ","PA",4521516
276,2222,170001609080,"ANDRÉ FERREIRA RODRIGUES","ANDRÉ FERREIRA","PL",273267,"PERNAMBUCO","PE",4969863
287,1555,170001613278,"IZA PAULA DE DEUS E MELLO ALBUQUERQUE ARRUDA","IZA ARRUDA","MDB",103950,"PERNAMBUCO","PE",4969863
295,2210,170001609070,"LUIZ DE FRANÇA E SILVA MEIRA","CORONEL MEIRA","PL",78941,"PERNAMBUCO","PE",4969863
306,1310,180001610762,"FLORENTINO ALVES VERAS NETO","FLORENTINO NETO","PT",105739,"PIAUÍ","PI",1957483
314,1177,190001605591,"LUIZ ANTONIO DE SOUZA TEIXEIRA JUNIOR","DOUTOR LUIZINHO","PP",190071,"RIO DE JANEIRO","RJ",8571572
325,1313,190001619235,"WASHINGTON LUIZ CARDOSO SIQUEIRA","WASHINGTON QUAQUÁ","PT",113282,"RIO DE JANEIRO","RJ",8571572
334,4401,190001619502,"JOÃO FRANCISCO INÁCIO BRAZÃO","CHIQUINHO BRAZÃO","UNIÃO",77367,"RIO DE JANEIRO","RJ",8571572
345,2217,190001596777,"ALEXANDRE RAMAGEM RODRIGUES","DELEGADO RAMAGEM","PL",59170,"RIO DE JANEIRO","RJ",8571572
352,4444,190001619500,"MARCOS BEZERRA RIBEIRO SOARES","MARCOS RR SOARES","UNIÃO",43533,"RIO DE JANEIRO","RJ",8571572
364,1320,210001604645,"ELVINO JOSÉ BOHN GASS","BOHN GASS","PT",131881,"RIO GRANDE DO SUL","RS",6149822
374,1212,210001621272,"DARCI POMPEO DE MATTOS","POMPEO DE MATTOS","PDT",100113,"RIO GRANDE DO SUL","RS",6149822
383,4500,210001620060,"DANIEL TRZECIAK DUARTE","DANIEL TRZECIAK &apos;DANIEL DA TV&apos;","PSDB",77232,"RIO GRANDE DO SUL","RS",6149822
395,4429,220001605553,"JOSÉ EURIPEDES CLEMENTE","LEBRÃO","UNIÃO",12607,"RONDÔNIA","RO",869148
403,4420,230001595283,"RAIMUNDO DINIZ ARAÚJO","PASTOR DINIZ","UNIÃO",8243,"RORAIMA","RR",291505
414,2210,240001610968,"DANIELA CRISTINA REINEHR","DANIELA REINEHR","PL",84631,"SANTA CATARINA","SC",3969848
422,5555,260001619673,"FABIO DE ALMEIDA REIS","FABIO REIS","PSD",75848,"SERGIPE","SE",1125093
432,1111,250001611973,"BRUNO MARCELLO DE OLIVEIRA LIMA","DELEGADO BRUNO LIMA","PP",461217,"SÃO PAULO","SP",23286943
440,1515,250001611251,"LUIZ FELIPE BALEIA TENUTO ROSSI","BALEIA ROSSI","MDB",236463,"SÃO PAULO","SP",23286943
449,4425,250001602036,"ALEXANDRE LEITE DA SILVA","ALEXANDRE LEITE","UNIÃO",192806,"SÃO PAULO","SP",23286943
460,5088,250001613792,"SÔNIA BONE DE SOUSA SILVA SANTOS","SÔNIA GUAJAJARA","PSOL",156966,"SÃO PAULO","SP",23286943
470,5512,250001604967,"RICARDO AUGUSTO MACHADO DA SILVA","RICARDO SILVA","PSD",133936,"SÃO PAULO","SP",23286943
479,7780,250001606067,"MARCELO DE LIMA FERNANDES","MARCELO LIMA","SOLIDARIEDADE",110430,"SÃO PAULO","SP",23286943
486,4500,250001612116,"CARLOS HENRIQUE FOCESI SAMPAIO","CARLOS SAMPAIO","PSDB",98102,"SÃO PAULO","SP",23286943
497,2255,250001611321,"FRANCISCO EVERARDO TIRIRICA OLIVEIRA SILVA","TIRIRICA","PL",71754,"SÃO PAULO","SP",23286943
63,1115,50001621034,"JOÃO FELIPE DE SOUZA LEÃO","JOÃO LEÃO","PP",102376,"BAHIA","BA",7958431
71,1234,50001620846,"FELIX DE ALMEIDA MENDONCA JUNIOR","FELIX  MENDONÇA","PDT",71774,"BAHIA","BA",7958431
83,2299,60001614168,"MATHEUS SOARES NORONHA","MATHEUS NORONHA","PL",150823,"CEARÁ","CE",5108239
92,1333,60001619120,"JOSE AIRTON FELIX CIRILO DA SILVA","JOSE AIRTON","PT",82274,"CEARÁ","CE",5108239
103,1350,80001719429,"HELDER IGNÁCIO SALOMÃO","HELDER SALOMÃO","PT",120337,"ESPÍRITO SANTO","ES",2084430
109,1010,80001604531,"AMARO ROCHA NASCIMENTO NETO","AMARO NETO","REPUBLICANOS",52375,"ESPÍRITO SANTO","ES",2084430
121,2250,90001652505,"ALCIDES RIBEIRO FILHO","PROFESSOR ALCIDES","PL",90162,"GOIÁS","GO",3440515
130,2233,100001603115,"MARIA DEUSDETE LIMA CUNHA RODRIGUES","DETINHA","PL",161206,"MARANHÃO","MA",3706498
140,1515,100001599082,"ROSEANA SARNEY MURAD","ROSEANA SARNEY","MDB",97008,"MARANHÃO","MA",3706498
150,2210,110001612757,"JOSÉ ANTÔNIO DOS SANTOS MEDEIROS","JOSÉ MEDEIROS","PL",82182,"MATO GROSSO","MT",1730277
160,1367,120001652588,"CAMILA BAZACHI JARA MARZOCHI","CAMILA JARA","PT",56552,"MATO GROSSO DO SUL","MS",1356862
170,5133,130001596009,"FREDERICO BORGES DA COSTA","FRED COSTA","PATRIOTA",158453,"MINAS GERAIS","MG",11181098
184,4545,130001613373,"PAULO ABI-ACKEL","PAULO ABI-ACKEL","PSDB",105383,"MINAS GERAIS","MG",11181098
196,1315,130001607276,"JOÃO CARLOS SIQUEIRA","PADRE JOÃO","PT",85718,"MINAS GERAIS","MG",11181098
202,1363,130001607248,"JOSÉ LEONARDO COSTA MONTEIRO","LEONARDO MONTEIRO","PT",81008,"MINAS GERAIS","MG",11181098
211,2244,130001611024,"SAMUEL JOSÉ RODRIGUES DE VIANA","SAMUEL VIANA","PL",62704,"MINAS GERAIS","MG",11181098
224,2222,160001622024,"FERNANDO LUCIO GIACOBO","GIACOBO","PL",152342,"PARANÁ","PR",6038588
231,1512,160001614556,"SERGIO DE SOUZA","SÉRGIO SOUZA","MDB",105661,"PARANÁ","PR",6038588
243,1000,160001654834,"DIEGO ALEXSANDER GONÇALO PAULA GARCIA","DIEGO GARCIA","REPUBLICANOS",65416,"PARANÁ","PR",6038588
253,2222,150001718233,"JOSÉ WELLINGTON ROBERTO","WELLINGTON ROBERTO","PL",109067,"PARAÍBA","PB",2190544
263,1577,140001621348,"RENILCE CONCEIÇÃO NICODEMOS DE ALBUQUERQUE","RENILCE NICODEMOS","MDB",162208,"PARÁ","PA",4521516
274,1522,140001621349,"HENDERSON LIRA PINTO","HENDERSON PINTO","MDB",74746,"PARÁ","PA",4521516
283,1314,170001609028,"JOSE CARLOS VERAS DOS SANTOS","CARLOS VERAS","PT",127482,"PERNAMBUCO","PE",4969863
292,1100,170001618620,"LUIZ EDUARDO DE QUEIROZ CAMPOS DA FONTE ALBUQUERQUE","LULA DA FONTE","PP",94122,"PERNAMBUCO","PE",4969863
299,2233,170001609086,"FERNANDO RODOLFO TENORIO DE VASCONCELOS","FERNANDO RODOLFO","PL",60088,"PERNAMBUCO","PE",4969863
312,2212,190001596794,"EDUARDO PAZUELLO","GENERAL  PAZUELLO","PL",205324,"RIO DE JANEIRO","RJ",8571572
319,1516,190001644983,"GUTEMBERG REIS DE OLIVEIRA","GUTEMBERG REIS","MDB",133612,"RIO DE JANEIRO","RJ",8571572
332,6565,190001619224,"JANDIRA FEGHALI","JANDIRA FEGHALI","PC do B",84054,"RIO DE JANEIRO","RJ",8571572
342,2277,190001596769,"SÓSTENES SILVA CAVALCANTE","SÓSTENES CAVALCANTE","PL",65443,"RIO DE JANEIRO","RJ",8571572
356,1911,190001609683,"JOSE PORTUGAL NETO","SARGENTO PORTUGAL","PODE",33368,"RIO DE JANEIRO","RJ",8571572
363,1922,210001596133,"MAURICIO BEDIN MARCON","MAURICIO MARCON","PODE",140634,"RIO GRANDE DO SUL","RS",6149822
375,1520,210001647870,"MARCIO DELLA VALLE BIOLCHI","MARCIO BIOLCHI","MDB",99627,"RIO GRANDE DO SUL","RS",6149822
386,1333,210001604642,"DENISE DA SILVA PESSÔA","DENISE PESSÔA","PT",44241,"RIO GRANDE DO SUL","RS",6149822
393,1522,220001604141,"THIAGO LEITE FLORES PEREIRA","THIAGO FLORES","MDB",23791,"RONDÔNIA","RO",869148
405,1350,240001645211,"PEDRO FRANCISCO UCZAI","PROFESSOR PEDRO UCZAI","PT",173531,"SANTA CATARINA","SC",3969848
416,5511,240001611144,"RICARDO ZANATTA GUIDI","RICARDO GUIDI","PSD",74066,"SANTA CATARINA","SC",3969848
428,5010,250001613761,"GUILHERME CASTRO BOULOS","GUILHERME BOULOS","PSOL",1001472,"SÃO PAULO","SP",23286943
436,5070,250001613814,"ERIKA SANTOS SILVA","ERIKA HILTON","PSOL",256903,"SÃO PAULO","SP",23286943
447,2323,250001612129,"ALEX SPINELLI MANENTE","ALEX MANENTE","CIDADANIA",196866,"SÃO PAULO","SP",23286943
458,1380,250001610654,"JILMAR AUGUSTINHO TATTO","JILMAR TATTO","PT",157843,"SÃO PAULO","SP",23286943
466,5577,250001604948,"ANTONIO CEZAR CORREIA FREIRE","CEZINHA DE MADUREIRA","PSD",143434,"SÃO PAULO","SP",23286943
475,1599,250001611244,"ALBERTO PEREIRA MOURÃO","ALBERTO MOURÃO","MDB",114234,"SÃO PAULO","SP",23286943
484,2244,250001611345,"LUIZ CARLOS MOTTA","MOTTA","PL",104701,"SÃO PAULO","SP",23286943
495,1123,250001611957,"FAUSTO RUY PINATO","FAUSTO PINATO","PP",72169,"SÃO PAULO","SP",23286943
64,2238,50001609344,"ALDEN JOSÉ LÁZARO DA SILVA","CAPITÃO ALDEN","PL",95151,"BAHIA","BA",7958431
76,1533,60001643110,"EUNÍCIO LOPES DE OLIVEIRA","EUNÍCIO","MDB",188289,"CEARÁ","CE",5108239
86,4488,60001608894,"MOSES HAENDEL MELO RODRIGUES","MOSES RODRIGUES","UNIÃO",113294,"CEARÁ","CE",5108239
97,1331,70001595679,"ERIKA JUCÁ KOKAY","ERIKA KOKAY","PT",146092,"DISTRITO FEDERAL","DF",1607519
107,1111,80001650200,"JOSIAS MARIO DA VITÓRIA","DA VITÓRIA","PP",71779,"ESPÍRITO SANTO","ES",2084430
116,2022,90001614055,"GLAUSKSTON BATISTA RIOS","GLAUSTIN DA FOKUS","PSC",117981,"GOIÁS","GO",3440515
124,2222,90001652511,"MAGDA MOFATTO HON","MAGDA MOFATTO","PL",81996,"GOIÁS","GO",3440515
135,2020,100001615465,"ALUISIO GUIMARAES MENDES FILHO","ALUISIO MENDES","PSC",126577,"MARANHÃO","MA",3706498
145,1010,100001602015,"CLEBER VERDE CORDEIRO MENDES","CLEBER VERDE","REPUBLICANOS",70275,"MARANHÃO","MA",3706498
154,2222,110001612764,"RUBIA FERNANDA DINIZ ROBSON SANTOS DE SIQUEIRA","CORONEL FERNANDA","PL",60304,"MATO GROSSO","MT",1730277
166,1212,130001606697,"DUDA SALABERT ROSA","DUDA SALABERT","PDT",208332,"MINAS GERAIS","MG",11181098
176,1307,130001607254,"ODAIR JOSÉ DA CUNHA","ODAIR CUNHA","PT",129146,"MINAS GERAIS","MG",11181098
183,7070,130001603563,"LUIS HENRIQUE DE OLIVEIRA RESENDE","LUIS TIBÉ","AVANTE",107523,"MINAS GERAIS","MG",11181098
194,7777,130001612991,"JOSÉ SILVA SOARES","ZÉ SILVA","SOLIDARIEDADE",86042,"MINAS GERAIS","MG",11181098
201,4444,130001607654,"MARCELO EDUARDO FREITAS","DELEGADO MARCELO FREITAS","UNIÃO",82894,"MINAS GERAIS","MG",11181098
215,2215,130001611025,"ROSÂNGELA DE OLIVEIRA CAMPOS REIS","ROSÂNGELA REIS","PL",42009,"MINAS GERAIS","MG",11181098
221,5555,160001622302,"SANDRO ALEX CRUZ DE OLIVEIRA","SANDRO ALEX","PSD",168157,"PARANÁ","PR",6038588
234,4343,160001614510,"ALIEL MACHADO BARK","ALIEL MACHADO","PV",94839,"PARANÁ","PR",6038588
245,1122,160001603297,"DILCEU JOÃO SPERAFICO","DILCEU SPERAFICO","PP",61689,"PARANÁ","PR",6038588
257,4412,150001603195,"DAMIÃO FELICIANO DA SILVA","DR. DAMIÃO","UNIÃO",64023,"PARAÍBA","PB",2190544
269,1510,140001621339,"ANDREIA BRITO GONÇALVES SIQUEIRA","ANDREIA SIQUEIRA","MDB",125004,"PARÁ","PA",4521516
275,5522,140001620801,"RAIMUNDO JOSE PEREIRA DOS SANTOS","RAIMUNDO SANTOS","PSD",62366,"PARÁ","PA",4521516
285,4333,170001609025,"CLODOALDO MAGALHÃES OLIVEIRA LYRA","CLODOALDO MAGALHÃES","PV",110620,"PERNAMBUCO","PE",4969863
296,4004,170001619891,"FELIPE AUGUSTO LYRA CARRERAS","FELIPE  CARRERAS","PSB",76528,"PERNAMBUCO","PE",4969863
305,1111,180001602515,"JULIO FERRAZ ARCOVERDE","JULIO ARCOVERDE","PP",117669,"PIAUÍ","PI",1957483
317,1522,190001644973,"OTONI MOURA DE PAULO JUNIOR","OTONI DE PAULA","MDB",158507,"RIO DE JANEIRO","RJ",8571572
323,2211,190001596781,"CARLOS ROBERTO COELHO DE MATTOS JUNIOR","CARLOS JORDY","PL",114587,"RIO DE JANEIRO","RJ",8571572
335,5555,190001603407,"PEDRO PAULO CARVALHO TEIXEIRA","PEDRO PAULO","PSD",76828,"RIO DE JANEIRO","RJ",8571572
348,5510,190001603404,"HUGO LEAL MELO DA SILVA","HUGO LEAL","PSD",50067,"RIO DE JANEIRO","RJ",8571572
360,5050,210001596928,"FERNANDA MELCHIONNA E SILVA","FERNANDA MELCHIONNA","PSOL",199894,"RIO GRANDE DO SUL","RS",6149822
369,1144,210001646683,"PEDRO BANDARRA WESTPHALEN","PEDRO WESTPHALEN","PP",114258,"RIO GRANDE DO SUL","RS",6149822
380,2234,210001648574,"MARLON ARATOR SANTOS DA ROSA","MARLON SANTOS","PL",85911,"RIO GRANDE DO SUL","RS",6149822
390,1555,220001604140,"LUCIO ANTONIO MOSQUINI","LUCIO MOSQUINI","MDB",48735,"RONDÔNIA","RO",869148
401,4444,230001595281,"ANTONIO CARLOS NICOLETTI","NICOLETTI","UNIÃO",10969,"RORAIMA","RR",291505
408,2323,240001611938,"CARMEN EMÍLIA BONFÁ ZANOTTO","CARMEN ZANOTTO","CIDADANIA",130138,"SANTA CATARINA","SC",3969848
419,4444,240001604521,"FABIO LUIZ SCHIOCHET FILHO","FABIO SCHIOCHET","UNIÃO",51824,"SANTA CATARINA","SC",3969848
430,2222,250001611374,"EDUARDO NANTES BOLSONARO","EDUARDO BOLSONARO","PL",741701,"SÃO PAULO","SP",23286943
439,1818,250001613818,"MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA","MARINA SILVA","REDE",237526,"SÃO PAULO","SP",23286943
451,1122,250001611974,"CARLOS ALBERTO DA CUNHA","DELEGADO DA CUNHA","PP",181568,"SÃO PAULO","SP",23286943
463,1353,250001610688,"NILTO IGNÁCIO TATTO","NILTO TATTO","PT",151861,"SÃO PAULO","SP",23286943
469,1358,250001610663,"ALENCAR SANTANA BRAGA","ALENCAR SANTANA","PT",139223,"SÃO PAULO","SP",23286943
482,2277,250001611371,"MIGUEL LOMBARDI","MIGUEL LOMBARDI","PL",107869,"SÃO PAULO","SP",23286943
491,4440,250001602079,"FERNANDO JOSE DE SOUZA MARANGONI","MARANGONI","UNIÃO",89390,"SÃO PAULO","SP",23286943
502,1000,270001654164,"RICARDO AYRES DE CARVALHO","RICARDO AYRES","REPUBLICANOS",45880,"TOCANTINS","TO",830140
65,2288,50001609371,"JOÃO CARLOS PAOLILO BACELAR FILHO","JOÃO CARLOS BACELAR","PL",90229,"BAHIA","BA",7958431
77,1213,60001603469,"ANTONIO IDILVAN DE LIMA ALENCAR","IDILVAN","PDT",187433,"CEARÁ","CE",5108239
85,4477,60001608882,"FERNANDA ENEIDA PESSOA CARACAS DE SOUZA","FERNANDA PESSOA","UNIÃO",121469,"CEARÁ","CE",5108239
94,4456,60001608898,"DAYANY BITTENCOURT SANTIL","DAYANY DO CAPITÃO","UNIÃO",54526,"CEARÁ","CE",5108239
